[framework] 2016-06-26 14:56:38,784 - com.mchange.v2.log.MLog -0    [main] INFO  com.mchange.v2.log.MLog  - MLog clients using log4j logging.
[framework] 2016-06-26 14:56:38,879 - com.mchange.v2.c3p0.C3P0Registry -95   [main] INFO  com.mchange.v2.c3p0.C3P0Registry  - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
[framework] 2016-06-26 14:56:38,920 - com.mchange.v2.c3p0.management.DynamicPooledDataSourceManagerMBean -136  [main] DEBUG com.mchange.v2.c3p0.management.DynamicPooledDataSourceManagerMBean  - MBean: com.mchange.v2.c3p0:type=PooledDataSource[1hge32f9h12pduai1uh6vci|3fd3a3bc] registered.
[framework] 2016-06-26 14:56:39,261 - com.mchange.v2.resourcepool.BasicResourcePool -477  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 1, unused: 0, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,261 - com.mchange.v2.resourcepool.BasicResourcePool -477  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#0] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 2, unused: 1, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,261 - com.mchange.v2.resourcepool.BasicResourcePool -477  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#0] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 8
[framework] 2016-06-26 14:56:39,261 - com.mchange.v2.resourcepool.BasicResourcePool -477  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#2] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 3, unused: 2, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,262 - com.mchange.v2.resourcepool.BasicResourcePool -478  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#2] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 7
[framework] 2016-06-26 14:56:39,269 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -485  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,269 - com.mchange.v2.resourcepool.BasicResourcePool -485  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 4, unused: 3, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,269 - com.mchange.v2.resourcepool.BasicResourcePool -485  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 6
[framework] 2016-06-26 14:56:39,271 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -487  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#0] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,272 - com.mchange.v2.resourcepool.BasicResourcePool -488  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#0] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 5, unused: 4, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,272 - com.mchange.v2.resourcepool.BasicResourcePool -488  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#0] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 5
[framework] 2016-06-26 14:56:39,272 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -488  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#2] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,272 - com.mchange.v2.resourcepool.BasicResourcePool -488  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#2] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 6, unused: 5, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,272 - com.mchange.v2.resourcepool.BasicResourcePool -488  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#2] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 4
[framework] 2016-06-26 14:56:39,276 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -492  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,276 - com.mchange.v2.resourcepool.BasicResourcePool -492  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 7, unused: 6, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,276 - com.mchange.v2.resourcepool.BasicResourcePool -492  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 3
[framework] 2016-06-26 14:56:39,279 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -495  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#0] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,279 - com.mchange.v2.resourcepool.BasicResourcePool -495  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#0] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 8, unused: 7, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,279 - com.mchange.v2.resourcepool.BasicResourcePool -495  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#0] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 2
[framework] 2016-06-26 14:56:39,280 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -496  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#2] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,280 - com.mchange.v2.resourcepool.BasicResourcePool -496  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#2] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 9, unused: 8, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,280 - com.mchange.v2.resourcepool.BasicResourcePool -496  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#2] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 1
[framework] 2016-06-26 14:56:39,282 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -498  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,282 - com.mchange.v2.resourcepool.BasicResourcePool -498  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 10, unused: 9, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,282 - com.mchange.v2.resourcepool.BasicResourcePool -498  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 0
[framework] 2016-06-26 14:56:39,337 - com.mchange.v2.resourcepool.BasicResourcePool -553  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 10, unused: 9, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,338 - com.mchange.v2.c3p0.impl.NewProxyConnection -554  [main] DEBUG com.mchange.v2.c3p0.impl.NewProxyConnection  - com.mchange.v2.c3p0.impl.NewProxyConnection@7fd6ef18: close() called more than once.
[framework] 2016-06-26 14:56:39,406 - com.mchange.v2.resourcepool.BasicResourcePool -622  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 10, unused: 9, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,525 - com.mchange.v2.resourcepool.BasicResourcePool -741  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 10, unused: 9, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@1702e9f1)
[framework] 2016-06-26 14:56:39,525 - com.mchange.v2.c3p0.impl.NewProxyConnection -741  [main] DEBUG com.mchange.v2.c3p0.impl.NewProxyConnection  - com.mchange.v2.c3p0.impl.NewProxyConnection@3c5a5a3d: close() called more than once.
